Белок,Общие липиды (жиры),Углеводы,Энергия,Общие сахара,Пищевые волокна,"Натрий, Na"
0.0,0.0,0.0,0.0,,0.0,0.0
13.3,6.67,61.7,317.0,,6.7,567.0
12.5,6.25,53.1,312.0,,6.2,391.0
10.7,3.57,53.6,286.0,,3.6,232.0
0.0,0.0,0.0,0.0,,,0.0
9.68,4.84,50.0,258.0,,6.5,452.0
9.68,4.84,50.0,258.0,,6.5,452.0
9.82,7.14,19.6,179.0,,0.9,571.0
9.82,7.14,19.6,179.0,,0.9,571.0
17.9,1.79,0.0,98.0,,0.0,143.0
14.3,0.6,0.0,60.0,,0.0,714.0
14.3,0.6,0.0,60.0,,0.0,714.0
10.6,15.0,16.8,239.0,,2.7,442.0
14.3,0.6,0.0,60.0,,0.0,714.0
20.5,1.79,0.89,107.0,,0.0,152.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
19.6,0.89,0.0,98.0,,0.0,170.0
11.6,0.89,0.0,54.0,,0.0,598.0
10.7,15.5,23.8,286.0,,2.4,619.0
9.26,7.41,20.4,185.0,,1.9,567.0
16.8,1.33,24.8,177.0,,0.9,540.0
11.6,0.89,0.0,54.0,,0.0,598.0
24.8,1.77,1.77,124.0,,0.0,947.0
15.9,0.88,1.77,83.0,,0.0,398.0
15.9,0.88,0.0,71.0,,0.0,168.0
15.3,0.59,0.0,71.0,,0.0,400.0
11.6,0.89,0.0,54.0,,0.0,598.0
7.14,32.1,57.1,536.0,,3.6,1250.0
7.14,32.1,57.1,536.0,,3.6,1250.0
0.0,0.0,87.5,350.0,,0.0,62.0
0.0,0.0,92.9,381.0,,,36.0
10.0,23.3,53.3,467.0,,6.7,0.0
20.0,24.0,42.0,440.0,,10.0,40.0
10.0,8.75,45.0,275.0,,12.5,375.0
12.5,6.25,45.8,292.0,,8.3,458.0
12.5,6.25,47.9,292.0,,8.3,479.0
14.8,5.56,48.2,296.0,,7.4,463.0
14.8,5.56,48.2,296.0,,7.4,463.0
14.8,5.56,48.2,296.0,,7.4,463.0
11.1,5.56,48.2,296.0,,7.4,481.0
14.3,1.79,71.4,357.0,,3.6,0.0
12.5,6.25,45.8,292.0,,8.3,458.0
12.5,6.25,45.8,292.0,,8.3,458.0
0.0,0.0,2.5,15.0,,,4.0
7.2,5.2,,417.0,,1.4,
0.0,16.7,63.3,433.0,,0.0,117.0
0.0,17.9,64.3,429.0,,0.0,125.0
0.0,0.0,96.7,400.0,,,0.0
6.67,12.0,29.3,240.0,,5.3,320.0
0.0,0.0,17.2,71.0,,,20.0
0.0,0.0,81.8,318.0,,0.0,23.0
11.6,8.14,44.2,279.0,,9.3,395.0
13.2,5.26,50.0,289.0,,7.9,395.0
13.0,3.5,70.0,360.0,,7.0,450.0
11.0,3.5,70.0,360.0,,2.0,650.0
13.0,4.0,69.0,370.0,,2.0,810.0
12.0,3.0,70.0,360.0,,2.0,820.0
0.0,0.0,0.0,0.0,,,0.0
35.3,10.3,206.0,1060.0,,5.9,1910.0
12.0,3.0,70.0,360.0,,2.0,820.0
3.53,1.18,22.4,106.0,,1.2,0.0
0.68,,11.8,47.0,,0.0,3.0
0.0,,11.8,47.0,,0.3,3.0
0.0,,13.2,54.0,,0.0,5.0
3.0,1.0,32.0,150.0,,1.0,0.0
12.5,1.79,0.0,71.0,,0.0,295.0
20.4,1.33,2.65,115.0,,0.0,177.0
20.5,1.34,2.68,116.0,,0.0,179.0
3.2,0.4,9.6,56.0,,2.4,240.0
2.0,,13.0,70.0,,2.0,10.0
3.12,21.9,62.5,438.0,,3.1,359.0
3.12,21.9,62.5,438.0,,3.1,359.0
8.63,23.2,,505.0,,2.6,
5.62,30.2,,514.0,,1.5,
7.73,26.1,,516.0,,1.7,
5.62,30.2,,514.0,,1.5,
7.9,26.0,,526.0,,1.8,
8.63,23.2,,505.0,,2.6,
8.06,28.5,,501.0,,3.2,
8.67,25.0,,,,3.6,
7.9,26.0,,,,1.8,
8.67,25.0,,,,3.6,
7.9,26.0,,526.0,,1.8,
8.0,23.0,,493.0,,3.0,
6.37,23.0,,512.0,,4.0,
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,100.0,250.0,,0.0,0.0
7.69,34.6,38.5,538.0,,0.0,77.0
7.69,34.6,38.5,538.0,,0.0,77.0
0.0,0.0,105.0,381.0,,,0.0
3.0,1.0,32.0,150.0,,1.0,0.0
25.0,14.3,1.79,232.0,,0.0,696.0
14.3,23.2,1.79,268.0,,0.0,1070.0
12.5,28.6,1.79,321.0,,0.0,1050.0
0.0,0.0,0.0,0.0,,0.0,6430.0
0.0,0.0,0.0,0.0,,0.0,6430.0
0.0,0.0,58.8,294.0,,0.0,15300.0
0.0,0.0,0.0,0.0,,0.0,15600.0
0.0,0.0,0.0,0.0,,,15600.0
0.0,0.0,0.0,0.0,,0.0,15600.0
0.0,0.0,0.0,0.0,,,22500.0
23.0,0.88,0.0,97.0,,0.0,212.0
12.5,28.6,1.79,321.0,,0.0,1020.0
12.5,28.6,1.79,321.0,,,1040.0
5.66,8.9,78.2,379.0,,13.3,564.0
5.66,8.9,78.2,379.0,,13.3,564.0
26.1,19.6,0.0,261.0,,0.0,739.0
25.0,21.4,3.57,286.0,,0.0,750.0
28.6,21.4,3.57,321.0,,0.0,411.0
26.1,19.6,4.35,304.0,,0.0,391.0
21.4,21.4,7.14,321.0,,0.0,1070.0
21.4,21.4,7.14,321.0,,0.0,1070.0
21.4,32.1,0.0,357.0,,0.0,482.0
18.8,2.94,4.71,118.0,,0.0,565.0
22.0,29.0,8.0,377.0,,0.2,621.0
16.4,34.6,,518.0,,1.5,
16.4,34.6,,518.0,,1.5,
16.4,34.6,,518.0,,1.5,
25.9,2.35,1.18,129.0,,0.0,182.0
8.0,26.0,,494.0,,2.0,
7.92,26.5,,494.0,,2.4,
7.58,1.36,2.42,48.0,,1.2,58.0
2.78,25.0,63.9,472.0,,0.0,69.0
12.5,1.79,0.0,71.0,,0.0,295.0
17.9,20.5,0.0,259.0,,0.0,58.0
12.0,16.0,18.0,260.0,,2.0,440.0
9.52,19.0,19.0,286.0,,2.4,345.0
9.82,7.14,19.6,179.0,,0.9,571.0
21.2,1.18,0.0,99.0,,0.0,224.0
14.3,0.6,0.0,60.0,,0.0,714.0
27.1,1.76,,118.0,,,365.0
20.0,0.0,0.0,82.0,,0.0,294.0
20.4,1.77,0.88,106.0,,0.0,142.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
21.2,1.18,0.0,94.0,,0.0,412.0
17.9,1.79,0.0,98.0,,0.0,312.0
11.6,0.89,0.0,54.0,,0.0,598.0
16.1,0.89,0.0,71.0,,0.0,116.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
20.4,0.88,0.0,97.0,,0.0,221.0
11.8,1.18,0.0,59.0,,0.0,271.0
17.7,1.77,0.0,97.0,,0.0,310.0
21.2,1.18,0.0,94.0,,0.0,224.0
4.6,14.0,,334.0,,0.2,
2.53,26.2,,494.0,,1.3,
3.05,28.8,,499.0,,1.7,
2.8,22.4,,501.0,,0.5,
10.5,5.26,42.1,263.0,,7.9,303.0
10.5,5.26,42.1,263.0,,7.9,303.0
10.5,5.26,42.1,263.0,,7.9,303.0
10.5,5.26,42.1,263.0,,7.9,303.0
12.3,1.75,70.2,351.0,,2.8,0.0
5.71,2.86,14.3,100.0,,5.7,543.0
0.0,28.6,0.0,250.0,,,643.0
0.0,28.6,0.0,250.0,,,643.0
0.0,28.6,0.0,250.0,,,643.0
0.0,28.6,0.0,250.0,,,607.0
0.0,28.6,0.0,250.0,,,607.0
0.0,28.6,0.0,250.0,,,607.0
6.67,33.3,56.7,533.0,,0.8,83.0
12.5,1.79,0.0,71.0,,0.0,295.0
8.26,17.7,,458.0,,2.9,
5.62,30.2,,514.0,,1.5,
8.09,27.3,,540.0,,1.8,
5.0,5.34,,411.0,,2.6,
5.0,5.34,,411.0,,2.6,
0.0,0.0,23.5,88.0,,0.0,941.0
0.0,0.0,2.25,8.0,,0.1,4.0
0.0,0.0,82.1,321.0,,0.0,107.0
0.0,0.0,11.1,42.0,,0.0,0.0
0.0,0.0,11.7,42.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,12.1,50.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,12.2,44.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,41.7,167.0,,0.0,0.0
0.0,0.0,41.7,167.0,,0.0,0.0
0.0,0.0,25.0,125.0,,0.0,0.0
0.0,0.0,25.0,125.0,,0.0,0.0
0.0,0.0,8.33,33.0,,0.0,0.0
0.0,0.0,12.8,47.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,13.1,47.0,,0.0,0.0
0.0,0.0,13.1,50.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,12.8,47.0,,0.0,0.0
0.0,0.0,10.8,42.0,,0.0,0.0
0.0,0.0,12.2,47.0,,0.0,0.0
0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,11.1,42.0,,0.0,0.0
0.0,0.0,11.4,42.0,,0.0,0.0
0.0,0.0,12.8,47.0,,0.0,0.0
4.35,14.1,21.7,228.0,,0.0,60.0
10.7,3.57,53.6,286.0,,3.6,571.0
16.8,2.21,0.0,88.0,,0.0,58.0
0.0,0.0,62.5,0.0,,0.0,2190.0
5.36,6.25,17.9,161.0,,1.8,643.0
13.3,6.67,0.0,400.0,,0.0,667.0
0.0,0.0,0.0,4.0,,,4.0
0.42,0.21,7.5,33.0,,0.0,31.0
10.5,19.5,22.9,310.0,,0.5,829.0
11.6,10.1,21.7,232.0,,1.4,464.0
10.5,7.89,50.0,316.0,,2.6,474.0
6.34,6.34,7.04,113.0,,1.4,162.0
0.0,0.0,12.5,50.0,,,0.0
5.38,0.0,14.6,77.0,,3.8,100.0
2.35,0.0,12.9,71.0,,2.4,353.0
1.18,0.0,15.3,71.0,,2.4,353.0
1.18,0.0,15.3,71.0,,2.4,353.0
0.88,0.0,15.0,71.0,,2.7,292.0
1.77,0.0,14.2,71.0,,0.9,292.0
4.69,0.0,14.1,78.0,,6.2,391.0
0.0,0.0,66.7,333.0,,0.0,5330.0
4.26,10.6,26.6,223.0,,1.1,53.0
17.9,35.7,3.57,393.0,,0.0,679.0
7.05,8.71,22.0,195.0,,0.4,324.0
7.47,7.05,18.7,166.0,,1.2,340.0
11.3,5.22,44.4,270.0,,1.7,383.0
40.0,32.0,0.0,480.0,,0.0,1380.0
20.0,30.0,0.0,400.0,,0.0,600.0
25.0,21.4,3.57,321.0,,3.6,714.0
21.4,25.0,7.14,357.0,,0.0,714.0
21.4,28.6,7.14,393.0,,0.0,786.0
25.0,21.4,3.57,286.0,,0.0,571.0
21.4,28.6,7.14,393.0,,0.0,786.0
40.0,40.0,0.0,500.0,,0.0,1900.0
40.0,30.0,0.0,400.0,,0.0,1800.0
40.0,20.0,0.0,400.0,,,1100.0
40.0,32.0,0.0,480.0,,0.0,1380.0
25.0,25.0,3.57,357.0,,0.0,679.0
40.0,30.0,0.0,400.0,,0.0,2400.0
14.3,9.52,14.3,190.0,,0.0,1330.0
20.5,16.6,0.66,238.0,,0.0,99.0
22.2,27.8,0.0,389.0,,0.0,694.0
11.1,15.6,46.7,378.0,,0.0,711.0
11.5,12.3,4.62,177.0,,0.0,538.0
12.3,12.6,18.5,236.0,,3.1,293.0
5.39,5.39,22.4,158.0,,0.8,170.0
25.0,25.0,3.57,321.0,,3.6,714.0
28.6,25.0,7.14,357.0,,3.6,1460.0
28.6,25.0,7.14,357.0,,3.6,1460.0
15.3,10.6,4.71,176.0,,0.0,765.0
13.7,35.6,6.85,397.0,,0.0,767.0
4.41,2.64,18.1,115.0,,1.3,229.0
8.57,9.29,22.9,207.0,,1.4,250.0
10.3,10.3,65.5,397.0,,1.7,1020.0
21.4,32.1,3.57,393.0,,3.6,607.0
25.0,32.1,3.57,393.0,,0.0,786.0
21.4,28.6,7.14,393.0,,0.0,643.0
11.0,5.49,29.7,209.0,,1.1,462.0
11.4,4.55,29.6,205.0,,2.3,477.0
8.33,7.29,33.3,229.0,,2.1,396.0
7.3,11.0,31.4,255.0,,2.2,423.0
9.52,10.2,29.9,252.0,,1.4,347.0
6.38,14.9,31.9,277.0,,0.0,532.0
9.52,10.2,29.9,252.0,,1.4,347.0
16.7,8.77,37.7,289.0,,0.0,649.0
11.3,5.22,44.4,270.0,,1.7,383.0
17.5,21.0,1.75,281.0,,0.0,1100.0
7.8,2.13,23.4,142.0,,1.4,298.0
12.1,6.9,69.0,379.0,,3.4,862.0
10.3,6.9,69.0,379.0,,1.7,914.0
11.4,5.11,30.7,205.0,,3.4,386.0
12.3,10.3,21.9,226.0,,1.3,574.0
10.3,9.55,21.6,213.0,,2.3,393.0
,17.9,25.0,250.0,,0.0,964.0
25.0,28.6,0.0,357.0,,0.0,893.0
0.0,16.7,13.3,200.0,,0.0,1800.0
13.0,4.35,48.7,278.0,,2.6,174.0
13.0,4.35,48.7,278.0,,2.6,174.0
1.18,0.0,5.88,29.0,,2.4,29.0
0.51,0.0,4.04,18.0,,1.5,28.0
0.51,0.0,4.04,18.0,,1.5,28.0
1.18,0.0,5.88,29.0,,2.4,29.0
1.19,0.0,5.95,30.0,,1.2,12.0
13.0,5.22,40.9,261.0,,1.7,330.0
5.26,21.0,55.3,447.0,,2.6,39.0
9.86,12.7,25.4,254.0,,0.0,479.0
28.0,16.0,38.0,400.0,,4.0,500.0
8.76,18.0,23.2,289.0,,0.5,758.0
6.67,0.0,73.3,333.0,,0.0,0.0
5.0,25.0,6.67,267.0,,1.7,550.0
6.19,7.96,32.7,195.0,,4.4,177.0
0.0,0.0,51.8,207.0,,,0.0
0.0,0.0,111.0,278.0,,,278.0
0.0,0.0,90.0,350.0,,0.0,25.0
0.0,0.0,89.7,365.0,,0.0,19.0
0.0,0.0,90.0,350.0,,0.0,15.0
5.0,10.0,0.08,450.0,,5.0,100.0
0.0,0.0,5.83,23.0,,0.0,6.0
6.69,3.87,11.6,106.0,,0.4,225.0
6.69,3.87,11.6,106.0,,0.4,225.0
3.57,23.8,57.1,440.0,,2.4,274.0
6.86,7.84,22.6,186.0,,2.9,343.0
2.63,1.75,18.4,79.0,,,9.0
10.0,46.7,10.0,467.0,,3.3,367.0
1.41,0.35,8.45,42.0,,0.0,46.0
9.62,8.97,29.5,237.0,,1.3,571.0
13.6,15.9,25.8,295.0,,1.5,659.0
11.0,7.69,29.7,231.0,,1.1,560.0
10.0,10.0,28.7,240.0,,1.3,533.0
10.9,10.9,25.0,250.0,,0.8,594.0
10.0,8.57,30.0,236.0,,1.4,586.0
9.03,9.03,29.9,236.0,,2.1,590.0
10.4,11.8,25.0,243.0,,1.4,618.0
9.62,8.97,29.5,237.0,,1.3,571.0
10.4,11.8,25.0,243.0,,1.4,618.0
0.0,0.0,3.57,18.0,,0.0,2860.0
12.5,1.79,73.2,357.0,,3.6,0.0
12.5,1.79,73.2,357.0,,3.6,0.0
3.33,13.3,76.7,,,0.0,183.0
7.14,6.25,44.6,268.0,,1.8,696.0
12.0,18.7,30.7,333.0,,9.3,227.0
10.7,18.7,28.0,320.0,,5.3,267.0
22.1,6.19,0.0,142.0,,0.0,44.0
17.9,0.89,0.0,80.0,,0.0,54.0
12.5,1.79,0.0,71.0,,0.0,295.0
0.0,0.0,0.0,0.0,,0.0,0.0
4.76,4.17,11.9,107.0,,0.3,464.0
8.33,7.14,15.5,155.0,,1.2,583.0
6.0,20.0,46.0,380.0,,0.0,400.0
1.19,0.0,5.95,30.0,,1.2,12.0
1.19,0.0,5.95,30.0,,1.2,12.0
21.4,28.6,3.57,357.0,,0.0,607.0
21.4,28.6,3.57,393.0,,0.0,607.0
21.4,28.6,3.57,357.0,,0.0,607.0
7.5,25.0,7.5,275.0,,0.0,750.0
21.0,26.3,0.0,368.0,,0.0,579.0
35.7,3.57,28.6,286.0,,0.0,1320.0
21.4,32.1,7.14,393.0,,0.0,643.0
19.0,19.0,2.11,25.0,,0.7,338.0
0.44,0.0,4.41,20.0,,0.0,0.0
6.67,2.5,48.3,233.0,,13.3,483.0
6.67,2.5,48.3,233.0,,13.3,483.0
16.8,15.0,2.65,221.0,,0.0,965.0
31.8,31.8,4.55,455.0,,0.0,1960.0
21.4,32.1,7.14,393.0,,0.0,643.0
25.0,32.1,3.57,393.0,,0.0,643.0
25.0,32.1,0.0,393.0,,0.0,643.0
5.71,9.29,20.0,186.0,,1.4,250.0
0.0,93.3,0.0,800.0,,,0.0
0.59,0.0,11.2,47.0,,,15.0
7.05,6.17,22.9,181.0,,1.3,489.0
25.0,35.7,3.57,429.0,,0.0,607.0
16.0,12.0,24.0,265.0,,1.0,730.0
2.94,22.6,21.6,294.0,,0.0,59.0
11.4,14.8,68.2,341.0,,22.7,0.0
11.4,14.8,68.2,341.0,,22.7,0.0
0.0,0.0,100.0,500.0,,,6000.0
0.0,,,,,,
3.39,2.03,8.14,64.0,,1.7,71.0
20.5,16.1,0.0,223.0,,0.0,40.0
19.5,0.88,0.0,88.0,,0.0,62.0
21.4,1.79,0.0,107.0,,0.0,36.0
19.5,0.88,0.0,88.0,,0.0,62.0
19.6,1.79,0.0,107.0,,0.0,161.0
0.0,93.3,0.0,800.0,,,0.0
8.82,7.06,28.8,200.0,,2.4,294.0
3.1,0.0,16.3,85.0,,3.9,202.0
13.7,13.7,41.1,329.0,,1.4,603.0
10.4,10.4,39.6,292.0,,2.1,583.0
6.61,7.49,18.1,167.0,,0.9,326.0
12.3,12.3,39.7,329.0,,1.4,589.0
,11.8,25.2,260.0,,1.6,520.0
17.0,11.0,29.0,290.0,,1.0,290.0
30.3,30.3,3.03,394.0,,0.0,1240.0
10.4,18.8,33.3,354.0,,2.1,604.0
0.0,0.0,85.0,350.0,,5.0,25.0
1.57,2.35,17.2,94.0,,0.0,49.0
11.5,9.42,20.9,215.0,,1.0,681.0
15.2,28.8,3.03,318.0,,0.0,970.0
3.39,3.39,5.51,68.0,,0.0,93.0
3.33,,,62.0,,0.0,50.0
3.33,3.33,5.0,62.0,,0.0,50.0
3.33,3.33,5.42,67.0,,0.0,52.0
3.33,3.33,5.42,67.0,,0.0,52.0
3.33,3.33,5.42,67.0,,0.0,52.0
3.33,3.33,5.0,62.0,,0.0,50.0
3.33,3.33,5.0,62.0,,0.0,54.0
1.11,0.0,16.7,67.0,,3.3,0.0
1.11,0.0,13.3,50.0,,3.3,0.0
1.11,0.0,13.3,56.0,,3.3,0.0
3.39,3.81,5.51,68.0,,0.0,53.0
3.33,3.75,5.42,67.0,,0.0,52.0
3.33,3.75,5.42,67.0,,0.0,52.0
3.53,3.53,5.29,65.0,,0.0,50.0
6.45,22.6,71.0,484.0,,3.2,306.0
5.62,30.2,,514.0,,1.5,
7.9,26.0,,,,1.8,
3.33,3.75,5.0,67.0,,0.0,44.0
3.33,3.75,4.58,62.0,,0.0,50.0
0.0,0.0,0.0,0.0,,1.0,230.0
0.0,0.0,0.0,0.0,,1.0,230.0
0.0,0.0,0.0,0.0,,1.0,230.0
17.0,0.89,0.0,80.0,,0.0,429.0
17.0,0.89,0.0,80.0,,0.0,429.0
23.5,1.76,0.0,112.0,,0.0,765.0
24.1,0.45,0.0,107.0,,0.0,45.0
18.6,0.88,0.0,88.0,,0.0,88.0
18.8,0.89,0.0,89.0,,0.0,89.0
18.8,0.89,0.0,89.0,,0.0,89.0
19.5,0.88,0.0,88.0,,0.0,53.0
20.5,16.1,0.0,223.0,,0.0,40.0
15.0,8.85,0.0,142.0,,0.0,62.0
15.2,6.25,0.0,116.0,,0.0,98.0
15.2,6.25,0.0,116.0,,0.0,98.0
12.4,1.77,0.0,62.0,,0.0,80.0
18.6,0.88,0.0,88.0,,0.0,35.0
23.8,1.19,0.0,107.0,,0.0,774.0
18.8,0.89,0.0,80.0,,0.0,259.0
10.7,1.79,0.0,54.0,,0.0,438.0
18.6,0.88,0.0,88.0,,0.0,97.0
18.8,0.89,0.0,89.0,,0.0,98.0
10.7,1.79,0.0,54.0,,0.0,438.0
18.6,0.88,0.0,87.0,,0.0,35.0
3.4,15.0,41.0,312.0,,3.8,210.0
2.35,2.94,24.7,129.0,,2.4,29.0
2.38,4.76,23.8,143.0,,2.4,24.0
2.38,4.76,23.8,143.0,,2.4,24.0
1.18,3.53,21.2,118.0,,1.2,24.0
,,,,,,
9.09,0.91,1.21,48.0,,0.3,112.0
11.0,2.0,59.0,300.0,,6.0,9810.0
28.6,50.0,0.0,571.0,,0.0,2860.0
9.52,28.6,4.76,286.0,,0.0,452.0
7.14,17.9,64.3,464.0,,0.0,607.0
7.14,25.0,60.7,500.0,,3.6,429.0
1.56,3.91,7.81,78.0,,1.6,297.0
16.7,8.33,50.0,417.0,,,3830.0
0.0,8.33,66.7,417.0,,,3500.0
11.1,5.56,66.7,333.0,,22.2,2440.0
11.1,11.1,66.7,333.0,,11.1,2670.0
2.86,0.61,5.71,41.0,,0.4,192.0
0.0,0.0,57.1,286.0,,,5710.0
11.1,5.56,66.7,333.0,,,3000.0
0.0,0.0,66.7,333.0,,,7110.0
0.0,0.0,71.4,357.0,,,4430.0
0.0,0.0,66.7,333.0,,0.0,5560.0
17.9,28.6,7.14,357.0,,0.0,857.0
17.9,28.6,7.14,357.0,,0.0,857.0
0.0,28.6,0.0,286.0,,,607.0
0.0,30.0,,300.0,,0.0,33.0
0.0,30.0,,300.0,,0.0,33.0
3.0,1.0,34.0,160.0,,1.0,0.0
14.3,0.6,0.0,60.0,,0.0,714.0
14.3,0.6,0.0,60.0,,0.0,714.0
17.9,1.79,0.0,98.0,,0.0,143.0
20.5,1.79,0.0,107.0,,0.0,143.0
18.6,0.88,1.77,111.0,,0.0,230.0
13.3,0.88,0.88,71.0,,0.0,566.0
13.3,0.88,0.88,71.0,,0.0,142.0
13.3,0.88,0.88,71.0,,0.0,566.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
12.5,0.45,2.68,71.0,,0.0,393.0
10.6,5.31,21.2,177.0,,0.0,637.0
17.7,1.77,0.0,88.0,,0.0,142.0
23.8,1.79,0.0,119.0,,0.0,774.0
6.5,2.5,,387.0,,1.5,
2.0,1.0,13.0,70.0,,2.0,10.0
10.0,19.8,,414.0,,2.9,
5.0,5.34,,411.0,,2.6,
5.0,5.34,,411.0,,2.6,
4.62,17.7,42.3,338.0,,2.3,215.0
7.89,34.2,57.9,553.0,,2.6,53.0
5.26,29.0,63.2,553.0,,2.6,79.0
0.0,32.1,7.14,286.0,,0.0,964.0
17.9,1.79,0.0,98.0,,0.0,312.0
20.5,1.79,0.89,107.0,,0.0,143.0
17.9,1.79,0.0,98.0,,0.0,143.0
15.9,0.88,0.0,71.0,,0.0,168.0
9.82,7.14,19.6,179.0,,0.9,571.0
15.3,0.59,0.0,71.0,,0.0,400.0
15.3,0.59,0.0,71.0,,0.0,400.0
14.1,0.59,0.0,59.0,,0.0,706.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
11.6,0.89,0.0,54.0,,0.0,598.0
18.8,1.79,0.0,107.0,,0.0,509.0
13.4,0.0,0.0,54.0,,0.0,312.0
0.0,0.0,16.7,83.0,,,583.0
6.67,33.3,53.3,533.0,,3.3,83.0
7.41,33.3,40.7,519.0,,3.7,296.0
6.67,33.3,53.3,533.0,,3.3,300.0
7.41,33.3,55.6,519.0,,3.7,296.0
6.67,33.3,53.3,533.0,,3.3,100.0
10.0,36.7,50.0,567.0,,3.3,83.0
6.67,30.0,53.3,533.0,,3.3,83.0
6.38,31.9,55.3,532.0,,2.1,298.0
7.41,33.3,51.8,556.0,,3.7,93.0
7.14,21.4,71.4,500.0,,3.6,393.0
8.96,36.3,,549.0,,2.0,
7.14,1.79,42.9,214.0,,3.6,286.0
0.66,20.0,9.76,221.0,,0.0,459.0
0.0,26.7,13.3,300.0,,0.0,267.0
12.0,36.0,48.0,560.0,,4.0,60.0
6.67,36.7,56.7,567.0,,3.3,100.0
6.67,33.3,60.0,,,3.3,67.0
0.82,0.0,0.41,4.0,,0.0,233.0
25.0,21.4,7.14,321.0,,0.0,1070.0
25.0,21.4,7.14,321.0,,0.0,1070.0
12.3,1.75,70.2,351.0,,2.8,0.0
0.0,0.0,66.7,333.0,,,5560.0
7.06,37.6,47.1,588.0,,2.4,0.0
0.0,35.7,0.0,321.0,,,714.0
0.0,35.7,0.0,321.0,,,714.0
9.86,1.97,1.97,65.0,,2.0,106.0
4.55,20.4,40.9,386.0,,2.3,545.0
6.98,8.14,39.5,256.0,,4.7,628.0
4.65,5.81,37.2,209.0,,2.3,442.0
0.0,33.3,6.67,333.0,,0.0,33.0
0.0,33.3,6.67,333.0,,0.0,33.0
17.9,1.79,0.0,98.0,,0.0,312.0
17.7,1.77,0.0,97.0,,0.0,310.0
0.0,0.0,57.1,214.0,,0.0,750.0
3.33,1.04,5.0,42.0,,0.0,54.0
3.33,1.04,5.0,42.0,,0.0,44.0
3.33,2.08,5.0,50.0,,0.0,48.0
21.9,53.1,21.9,594.0,,9.4,0.0
0.0,100.0,0.0,929.0,,0.0,0.0
6.67,13.3,73.3,467.0,,0.0,800.0
10.7,17.9,64.3,464.0,,7.1,571.0
10.7,16.1,67.9,464.0,,7.1,893.0
7.14,17.9,50.0,393.0,,3.6,411.0
2.45,0.61,6.53,45.0,,0.4,306.0
8.18,4.83,27.1,178.0,,4.8,152.0
0.0,0.0,10.0,50.0,,3.3,500.0
30.2,1.16,69.8,395.0,,20.9,0.0
13.3,1.67,60.0,333.0,,10.0,0.0
15.0,8.33,20.0,217.0,,3.3,583.0
15.5,8.45,19.7,211.0,,2.8,577.0
6.15,0.0,15.4,85.0,,6.2,77.0
0.0,100.0,0.0,857.0,,0.0,0.0
0.0,0.0,7.14,36.0,,0.0,464.0
0.0,0.0,3.57,18.0,,0.0,500.0
14.3,39.3,39.3,536.0,,7.1,107.0
10.7,28.6,50.0,464.0,,7.1,89.0
0.0,0.0,0.0,0.0,,,0.0
7.14,25.0,64.3,500.0,,0.0,679.0
5.88,9.02,13.3,161.0,,1.6,263.0
2.5,1.25,82.5,325.0,,5.0,0.0
5.71,2.86,80.0,371.0,,5.7,157.0
3.27,0.0,6.94,41.0,,0.8,282.0
27.8,2.78,0.0,130.0,,0.0,37.0
27.8,1.85,0.0,130.0,,0.0,194.0
9.09,21.8,67.3,491.0,,7.3,191.0
0.81,1.22,8.13,49.0,,0.0,504.0
11.5,1.92,75.0,365.0,,3.8,923.0
10.0,10.0,66.7,400.0,,3.3,633.0
10.0,10.0,66.7,400.0,,3.3,633.0
3.33,30.0,10.0,300.0,,0.0,200.0
0.81,0.0,8.87,48.0,,0.0,331.0
12.5,53.1,28.1,594.0,,3.1,0.0
21.9,53.1,21.9,594.0,,9.4,0.0
0.71,0.0,14.3,57.0,,0.7,0.0
0.0,0.0,0.0,0.0,,,0.0
28.6,28.6,0.0,357.0,,0.0,54.0
12.5,1.79,71.4,357.0,,3.6,9.0
0.0,0.0,3.57,0.0,,,1000.0
3.33,0.0,5.0,33.0,,0.0,44.0
